TCGA.50.5066	TCGA.55.6712	TCGA.55.6979	TCGA.50.5072	TCGA.50.5055	TCGA.NJ.A7XG	TCGA.55.8615	TCGA.73.A9RS	TCGA.55.7914	TCGA.53.7813	TCGA.53.7624	TCGA.50.6595	TCGA.J2.8194	TCGA.55.7227	TCGA.69.7974	TCGA.93.A4JN	TCGA.95.A4VP
ENSG00000149269	9571	6124	1290	4578	1817	3850	2287	4080	2092	2405	3241	2168	4708	3347	11815	2424	2197
ENSG00000149273	73674	44926	22520	42864	66638	66408	48486	34885	72637	22047	56701	37103	64000	48117	87293	25429	55288
ENSG00000149289	2680	662	902	687	280	524	70	152	187	254	2929	503	1381	520	1182	1029	317
ENSG00000149292	1562	238	256	324	277	851	304	470	458	337	353	214	952	446	1232	560	263
ENSG00000149294	1401	43	105	57	64	85	274	6	41	124	90	91	21	37	80	89	96
ENSG00000149295	94	4	8	10	8	5	1	4	4	6	2	6	15	2	16	21	9
ENSG00000149300	30	3	8	6	3	6	15	8	15	4	12	0	28	6	19	5	16
ENSG00000149305	2	0	0	0	0	0	2	0	0	8	0	0	14	1	0	0	3
ENSG00000149308	3105	1014	545	774	527	828	437	307	1305	616	1725	987	1506	1050	2300	1727	492
ENSG00000149311	7340	2077	1318	1368	1383	2002	1251	1362	3671	1353	2631	1260	3803	2160	5586	3472	1543
ENSG00000149313	5442	2106	689	2794	1047	2164	1086	822	2354	1188	3020	1601	3322	1608	4545	1685	934
ENSG00000149328	8054	1096	282	1500	1162	3147	186	696	2757	1022	1088	680	1581	2214	2900	2300	1402
ENSG00000149346	2359	369	189	602	179	596	627	365	875	298	307	618	568	340	499	1604	473
ENSG00000149357	6762	3252	2057	4661	4378	4245	2704	2841	3485	1879	4800	3515	5443	2906	8324	3002	4532
ENSG00000149380	1201	100	24	348	186	26	547	88	430	119	120	332	362	225	321	425	890
ENSG00000149403	70	18	55	46	39	8	0	50	7	4	46	9	16	26	24	27	51
ENSG00000149418	20572	11955	3185	27083	9574	10223	17506	6857	8669	3021	28969	8781	11777	12837	28154	20023	15488
ENSG00000149428	22325	5970	2647	11986	5157	10658	15371	7988	12386	10396	15740	11820	23877	6474	17552	13061	12724
ENSG00000149435	266	7	410	64	138	989	648	1	498	56	3	41	576	176	1177	1850	1557
ENSG00000149443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000149451	520	35	54	116	70	46	159	25	53	26	61	95	61	42	101	385	425
ENSG00000149452	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000149474	1703	443	389	552	451	546	886	314	1039	369	1417	533	1058	529	640	1484	276
ENSG00000149476	5160	1942	650	2988	1129	2858	2086	2899	2939	486	2647	1171	3114	1572	4176	1747	2479
ENSG00000149480	10621	3895	1560	4500	3047	5575	3566	4406	4057	2420	8772	5139	5416	3855	9588	5471	4950
ENSG00000149483	2587	566	524	1065	871	1587	1022	1145	1218	1171	1550	1196	1654	922	2390	1558	1797
ENSG00000149485	30045	1075	1356	3318	949	2779	2047	3285	1636	5191	12281	1866	4273	1817	10213	3671	1407
ENSG00000149488	21	2	5	15	7	5	9	4	9	7	11	2	2	8	20	13	4
ENSG00000149489	297	146	70	86	144	275	125	37	213	76	44	92	145	164	119	221	194
ENSG00000149499	4019	1800	1060	1466	1723	4029	1700	1538	3144	780	2440	1522	3113	2102	4631	3318	3713
ENSG00000149503	3575	866	266	1832	333	564	694	1626	988	240	5052	984	874	556	4176	1262	602
ENSG00000149506	24	1	6	3	3	1	6	2	6	3	1	5	3	2	11	6	20
ENSG00000149507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000149516	0	6	6	0	2	0	2	5	0	0	0	2	1	1	0	3	1
ENSG00000149527	594	563	110	86	201	1125	143	38	87	35	49	110	93	639	175	311	113
ENSG00000149531	1219	417	211	423	256	564	467	301	35	9	72	335	793	191	691	973	167
ENSG00000149532	11405	3536	1754	3645	1677	5165	3705	3484	4186	3388	6795	2872	6174	2994	9709	5630	3646
ENSG00000149534	137	219	339	72	116	128	13	48	310	20	7	25	36	271	350	422	52
ENSG00000149541	2058	1188	591	1997	1202	3562	1397	1409	1235	439	2404	1143	1651	1414	4768	2115	4370
ENSG00000149547	14166	5663	1925	8690	2726	6634	5369	3352	7811	5061	15240	6267	8992	5585	14927	4627	6869
ENSG00000149548	427	151	39	144	43	38	29	114	90	55	434	177	89	69	223	333	59
ENSG00000149554	2480	696	82	2026	213	246	337	583	771	511	4115	1173	289	531	2000	1525	496
ENSG00000149557	527	101	359	393	465	88	110	36	159	79	279	505	321	279	295	419	566
ENSG00000149564	1438	1010	2408	1683	1648	1126	1386	377	4657	431	675	2634	3609	1240	16941	2183	4421
ENSG00000149571	48	9	12	46	34	31	4	31	286	1	93	50	21	6	11	82	16
ENSG00000149573	7370	8654	2968	5494	3891	14673	1654	681	14518	2190	4166	3685	13240	15382	55801	7272	2953
ENSG00000149575	36	21	68	16	28	11	16	0	59	0	2	21	84	20	64	38	54
ENSG00000149577	5253	2102	3417	3001	1369	2392	3660	953	2165	1036	5153	1865	3478	2636	5078	2934	3833
ENSG00000149582	2479	496	403	555	627	1545	1523	146	556	618	1799	939	2203	528	1502	1284	1119
ENSG00000149591	26428	3355	2751	12442	13256	3194	4114	1304	8909	2045	2672	11883	5115	11916	5862	20455	12086
ENSG00000149596	389	42	47	161	71	31	27	20	31	6	205	472	37	102	100	346	138
ENSG00000149599	50	5	21	41	22	27	42	3	23	2	38	13	19	21	37	209	42
ENSG00000149600	5168	1164	903	1616	2524	2217	2441	1631	1608	2250	5060	1410	3155	1336	2515	3246	4650
ENSG00000149609	145	4	4	13	0	46	45	31	14	13	30	8	42	17	47	109	44
ENSG00000149633	346	99	65	207	250	59	96	26	161	19	46	306	192	243	329	541	299
ENSG00000149634	93	21	11	13	0	54	15	17	26	11	14	7	58	11	28	119	17
ENSG00000149635	1	0	1	0	6	0	3	0	0	1	1	1	0	9	4	3	0
ENSG00000149636	4269	662	270	1100	509	538	1025	695	655	673	2550	908	619	509	1592	4079	710
ENSG00000149639	6116	1403	1128	2709	577	1775	4528	1137	1390	1268	6060	1961	5513	1292	3167	6083	2059
ENSG00000149646	13	0	3	10	4	4	3	16	17	2	16	3	18	5	7	15	16
ENSG00000149651	9	1	0	0	0	6	0	1	0	2	0	0	0	3	2	1	0
ENSG00000149654	31	2	3	3	8	0	1	0	1	1	0	2	1	3	2	3	6
ENSG00000149656	1	0	3	0	1	0	2	0	2	0	1	0	0	1	2	1	2
ENSG00000149657	6711	1353	770	1762	819	2531	2183	1123	1559	1105	1399	1537	2816	1224	3326	4769	1578
ENSG00000149658	8908	2369	1396	2223	1602	3489	3985	2275	3772	2271	2897	2938	6031	2247	5549	6348	2671
ENSG00000149679	1907	479	203	692	285	727	1191	518	372	446	803	522	867	319	1376	2274	314
ENSG00000149716	1372	322	288	481	249	1233	772	784	808	668	948	363	803	635	1093	1008	1069
ENSG00000149735	3	4	1	4	6	2	5	0	0	0	0	0	4	0	40	2	5
ENSG00000149742	2	0	1	0	4	4	0	0	0	0	6	0	1	0	0	1	5
ENSG00000149743	1434	567	257	660	872	1691	973	1040	750	712	861	666	1164	637	1972	1343	2191
ENSG00000149761	1293	778	333	625	888	1674	1132	985	993	238	827	728	1403	878	2139	1371	1710
ENSG00000149781	2422	1153	3011	807	2617	424	687	467	1094	185	912	1012	1611	1914	5287	1867	1838
ENSG00000149782	4913	1703	766	1927	643	4230	2415	1927	1940	1103	4692	1940	3156	1846	9331	2313	2978
ENSG00000149792	8125	3219	1198	2841	2616	3856	1671	2569	3437	1352	4690	2444	4425	2899	6989	2855	2052
ENSG00000149798	1266	515	311	321	405	308	536	124	500	103	1766	1319	614	490	2717	686	625
ENSG00000149806	20122	10847	6706	11183	23777	20030	12039	12885	13587	4605	15423	10651	12608	14648	21161	8681	18828
ENSG00000149809	5905	1306	594	765	747	4503	2644	1270	1254	1754	988	660	2450	1748	5295	787	3031
ENSG00000149823	6696	2023	1994	2278	1426	6540	3198	2813	4624	618	3802	1908	5087	2895	7597	3111	4369
ENSG00000149922	99	163	36	373	59	412	183	64	198	24	61	101	58	94	153	353	124
ENSG00000149923	7510	3111	1665	6977	3596	6941	3859	3598	2040	1547	8456	4878	4882	3735	6536	5497	6633
ENSG00000149925	91326	46496	12931	102132	21436	72418	38502	41877	26062	14291	109874	54347	74344	56925	76455	36905	40186
ENSG00000149926	33	4	1	5	1	11	10	40	2	2	8	5	3	17	8	56	17
ENSG00000149927	444	21	13	31	26	52	28	470	24	1	33	5	14	94	83	327	61
ENSG00000149929	1428	636	567	1024	437	1486	428	458	479	290	599	457	606	816	1122	1135	666
ENSG00000149930	7045	2358	2123	3405	1369	6132	2487	4068	2431	734	2321	2106	4241	3597	6606	6592	3835
ENSG00000149932	4695	3447	2501	5405	4108	7297	4459	3994	2202	1438	2402	2634	4122	3843	4699	4216	8101
ENSG00000149948	1786	2609	1	71	1997	110	12	0	1585	1	47	13044	5	119	718	2499	10
ENSG00000149968	121	179	8	26	284	5	7	1	48	42	15	617	389	24	22	102	5
ENSG00000149970	462	41	122	55	78	91	2	3	20	33	18	8	65	96	97	237	45
ENSG00000149972	33	9	13	75	90	1	2	1	15	16	51	10	40	4	41	14	0
ENSG00000150045	71	235	26	68	54	7	6	0	19	45	6	26	39	7	28	22	14
ENSG00000150048	151	80	241	180	245	101	61	32	53	35	391	157	265	88	200	161	476
ENSG00000150051	342	91	22	151	33	26	174	181	6	32	43	76	19	25	107	20	353
ENSG00000150054	5009	1403	1099	1997	672	2370	4684	3087	2986	2773	2087	488	6230	1555	2841	1106	1286
ENSG00000150093	26985	10030	6782	25585	7795	7985	16252	11631	13109	4435	25900	30601	36775	13275	28712	21184	6671
ENSG00000150175	6	0	1	3	0	0	13	6	0	0	2	2	0	0	2	0	8
ENSG00000150201	20	1	15	64	7	5	129	40	17	10	2114	2	69	0	27	6	73
ENSG00000150244	0	0	0	1	0	0	2	0	0	0	0	0	3	0	0	0	0
ENSG00000150261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000150269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000150275	97	1	45	54	30	1	0	6	6	0	1	4	2	15	31	11	16
ENSG00000150276	5	2	2	4	0	0	1	0	0	1	0	3	1	1	1	0	0
ENSG00000150281	764	278	300	140	112	732	606	73	276	68	73	248	457	350	392	618	244
ENSG00000150316	4612	1591	793	2164	1933	2224	1074	1821	1970	2042	3497	1809	2243	1670	3835	1590	2067
ENSG00000150337	333	188	267	191	203	19	75	69	188	55	248	408	327	295	1252	73	203
ENSG00000150347	7576	2560	2161	2142	1676	2762	1628	1412	7038	1480	2980	2121	5816	2234	3021	5479	2582
ENSG00000150361	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000150394	2	0	3	122	5	16	38	1	13	1	25	30	52	3	9	1	88
ENSG00000150401	2240	158	224	279	284	798	533	482	587	314	592	221	575	405	650	1248	663
ENSG00000150403	11461	1952	1235	3309	1917	2474	3641	3250	2760	499	3987	2199	4283	2265	5554	4953	967
ENSG00000150433	1630	403	361	889	486	681	369	463	662	393	1623	399	813	379	1205	875	462
ENSG00000150455	789	163	177	545	195	412	290	241	533	167	828	252	832	252	590	404	263
ENSG00000150456	452	95	110	310	236	210	270	234	293	148	153	94	365	198	152	226	317
ENSG00000150457	4272	817	1258	2245	788	900	809	1109	1216	287	6632	1361	2105	1037	2460	1855	1022
ENSG00000150459	8626	2458	2378	6399	3875	4288	3156	3652	4980	2676	9690	2533	5538	4393	5806	3076	4018
ENSG00000150471	791	39	116	596	52	81	8	100	17	38	320	295	96	67	55	215	128
ENSG00000150477	757	233	334	242	172	451	183	181	533	182	186	178	399	325	624	730	355
ENSG00000150510	320	76	111	149	68	27	44	31	61	54	304	125	114	69	186	78	138
ENSG00000150527	542	147	92	388	257	162	350	344	459	194	189	170	869	141	304	280	438
ENSG00000150540	4627	1422	1285	1816	2428	5034	509	136	2210	1215	578	1303	5228	1824	3996	1851	997
ENSG00000150551	284	111	9	77	99	106	116	12	25	84	17	396	2070	694	161	292	256
ENSG00000150556	49	28	13	251	280	231	135	562	50	280	1837	85	36	10	51	163	945
ENSG00000150593	9128	2946	2032	4608	3154	1687	1665	2003	3126	1767	3591	1474	6846	1658	2679	3724	1761
ENSG00000150594	1578	138	139	183	877	558	198	17	1412	301	29	58	115	430	195	330	975
ENSG00000150625	241	82	627	168	99	19	3	0	50	4	40	23	32	26	164	16	179
ENSG00000150627	606	6	91	140	42	98	8	1	589	62	139	31	210	39	241	52	60
ENSG00000150628	45	3	16	15	47	13	0	0	5	5	6	14	15	4	46	3	4
ENSG00000150630	498	1624	130	894	419	201	191	61	120	127	192	2970	212	226	367	285	447
ENSG00000150636	403	103	304	426	330	80	226	55	430	160	100	597	1031	272	664	769	791
ENSG00000150637	285	162	248	115	222	42	40	31	192	127	132	96	148	246	591	218	88
ENSG00000150656	18	1	2	25	1	8	0	10	6	6	3	3	3	6	3	11	5
ENSG00000150667	187	8	11	4	18	12	7	20	19	7	33	25	33	12	38	53	11
ENSG00000150672	699	154	90	392	215	28	107	84	381	31	51	102	351	157	201	381	220
ENSG00000150676	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ENSG00000150681	195	103	117	61	150	24	25	23	70	18	21	90	281	147	376	131	56
ENSG00000150687	4879	7107	1299	4688	5651	2063	6475	11978	3126	1917	4432	14834	4808	4358	10573	8277	4635
ENSG00000150712	5667	976	1209	1664	952	2318	2835	533	2507	1182	2242	1181	2868	1529	3115	2247	1224
ENSG00000150722	177	11	78	539	41	582	164	253	10	26	223	150	34	25	146	37	170
ENSG00000150732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000150750	36	0	0	17	5	2	132	0	8	17	30	4	4	1	1	2	4
ENSG00000150753	83378	6501	2116	16232	3918	10098	10616	5156	8554	5648	16397	14364	13294	6978	27197	5386	6511
ENSG00000150756	3362	502	157	545	279	746	480	211	566	370	414	472	846	469	1552	379	303
ENSG00000150760	7520	2177	1504	2094	1400	4747	8271	869	3707	6709	4183	1773	7725	2569	3503	6852	8975
ENSG00000150764	3082	251	583	560	450	438	612	223	1290	380	726	480	1244	621	1155	910	521
ENSG00000150768	7589	2394	812	4460	1207	2091	2172	1576	2370	1311	4858	1956	5500	1499	7135	1910	1298
ENSG00000150773	522	45	52	84	108	107	49	126	115	67	67	70	145	56	237	121	54
ENSG00000150776	4868	1195	544	1571	1082	1678	970	774	2746	1079	2619	1183	2335	1514	2860	1384	1061
ENSG00000150779	2544	626	371	1806	1269	1751	756	750	885	932	1733	1036	1483	990	2425	622	1603
ENSG00000150782	1088	958	909	1676	945	604	170	162	636	116	2638	768	725	751	1517	749	652
ENSG00000150783	4	6	4	0	6	1	1	2	9	3	8	3	6	10	3	10	5
ENSG00000150787	2078	264	164	918	548	671	587	418	848	657	1746	450	1162	377	1012	854	1013
ENSG00000150867	5322	2283	1372	1956	2023	1588	1892	2060	1310	551	999	1410	2084	2035	5742	1699	1428
ENSG00000150873	724	22	15	87	64	34	60	275	17	10	30	17	65	19	115	100	53
ENSG00000150893	181	37	860	374	252	525	1113	11	2753	227	580	16	596	729	1609	1344	559
ENSG00000150907	2045	853	971	1730	1642	584	553	351	772	288	1174	813	4934	959	1445	1920	1624
ENSG00000150938	11196	2012	3980	4910	2199	3207	2118	3855	6955	1723	53790	6285	3181	3257	8696	6265	4121
ENSG00000150961	7189	3623	1293	3353	2669	3693	6084	3975	3845	2126	3650	3028	7154	3243	10050	3672	1813
ENSG00000150967	684	376	108	341	193	853	190	205	292	165	243	244	325	161	337	548	284
ENSG00000150977	1385	887	1432	1009	973	1245	819	403	1821	290	1008	638	1457	880	1863	1706	1070
ENSG00000150990	2686	617	424	3282	526	1423	1420	801	1133	308	1738	898	2151	674	2220	1584	1396
ENSG00000150991	49676	30708	15961	36233	16534	21373	9023	19946	23495	22080	31255	23167	51509	22323	69403	23070	23675
ENSG00000150995	3754	630	1597	2371	1261	846	2517	168	880	288	599	823	3693	1178	5185	2278	995
ENSG00000151005	1	0	1	3	0	1	0	0	2	8	1	0	1	0	2	3	0
ENSG00000151006	187	28	15	19	13	171	99	67	39	24	43	11	24	57	100	453	103
ENSG00000151012	7175	543	111	9057	130	1304	1360	1700	598	368	4790	518	7718	684	856	342	1203
ENSG00000151014	442	120	175	366	133	116	289	340	248	107	1027	284	397	117	416	183	212
ENSG00000151023	1000	83	70	107	269	87	26	503	45	12	62	151	227	66	472	63	7
ENSG00000151025	344	1	25	24	4	9	9	2	3	12	391	105	507	5	2	2	38
ENSG00000151033	1	0	0	4	0	0	0	34	0	0	30	0	5	0	0	0	4
ENSG00000151062	294	119	80	112	153	84	98	42	110	35	166	72	166	133	494	200	127
ENSG00000151065	1381	476	308	674	433	686	817	567	146	346	874	433	774	380	756	688	590
ENSG00000151067	923	199	259	768	338	99	184	75	325	93	157	364	601	644	537	1423	1083
ENSG00000151079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000151090	2090	562	422	644	163	832	183	723	419	23	211	78	475	315	252	438	177
ENSG00000151092	3553	936	698	1390	728	867	843	404	1331	696	1510	754	1904	1053	3251	1381	1076
ENSG00000151093	1087	191	134	395	208	370	300	208	401	218	312	215	834	315	505	456	262
ENSG00000151116	4127	807	591	1811	748	1274	1022	509	1397	778	1589	981	2604	1044	2449	1288	725
ENSG00000151117	1001	337	344	241	485	504	221	134	324	125	586	325	548	573	919	355	295
ENSG00000151131	585	186	146	671	320	351	313	287	449	419	428	298	629	241	536	295	675
ENSG00000151135	5250	2205	1048	4402	1787	1930	3895	4161	2404	2339	2919	2024	4465	1409	3335	2629	2610
ENSG00000151136	288	50	31	402	112	28	22	563	54	86	119	222	535	69	54	133	339
ENSG00000151148	6078	2269	1311	4585	863	2855	2529	1381	2181	1388	3196	1481	3415	1671	4035	3064	2173
ENSG00000151150	4819	3138	1916	2528	504	3345	795	1086	6405	214	3417	663	1006	3204	2765	2308	706
ENSG00000151151	2093	663	467	982	402	673	665	709	895	380	1802	612	1559	627	1244	677	529
ENSG00000151164	124	74	19	54	11	15	15	5	24	14	33	17	31	22	71	44	20
ENSG00000151176	27683	4872	1450	9573	2046	2362	4434	2164	3099	2835	4985	4264	6999	3586	15077	3451	4271
ENSG00000151208	10170	1807	424	4419	373	2034	6330	2257	1361	497	13793	2134	5125	1921	3559	7336	943
ENSG00000151224	26	253	15	316	32	1	16	86	43	34	461	4	53	6	495	5	64
ENSG00000151229	1867	158	359	818	222	678	664	256	1669	295	455	289	1128	324	1007	516	282
ENSG00000151233	2836	348	652	1933	481	727	1596	1012	1027	700	3269	863	1914	708	1593	1590	646
ENSG00000151239	7631	1110	779	6693	1178	1854	3303	2990	2519	2056	5580	3143	4026	1340	6827	2065	1462
ENSG00000151240	3366	389	547	1786	554	1151	1837	912	1377	646	1786	574	2919	1125	1703	1594	880
ENSG00000151247	3515	1260	565	2461	959	1195	1274	1323	1582	844	1710	1087	2306	1302	2517	1249	750
ENSG00000151276	3121	659	1308	1194	356	1394	1318	660	1796	890	651	577	4314	1085	1710	2597	1748
ENSG00000151287	1141	110	119	400	239	184	208	244	410	161	561	381	257	233	406	446	217
ENSG00000151292	3658	1021	771	1626	998	1973	725	470	2001	1003	1434	1201	2303	1361	2112	1422	819
ENSG00000151303	6	6	5	1	2	6	2	1	3	2	4	2	1	2	4	2	3
ENSG00000151304	1260	357	213	579	304	555	264	140	582	313	644	481	974	557	905	398	244
ENSG00000151320	899	527	180	288	236	263	51	61	746	89	70	220	663	244	909	423	234
ENSG00000151322	91	541	11	28	36	7	34	2	17	205	26	55	49	16	38	22	392
ENSG00000151327	8652	2397	1846	4859	2277	2071	3661	2834	3235	1989	3148	2229	9400	1963	6716	2467	4663
ENSG00000151332	5162	1832	3588	1560	1222	7218	6743	499	6355	1685	665	589	9336	5028	3849	5068	2589
ENSG00000151338	1419	863	165	364	259	365	1574	309	743	278	98	295	448	274	739	629	857
ENSG00000151348	4243	2243	1663	2798	2876	2911	3721	1038	3722	2916	4552	6293	5624	3101	5684	5419	2885
ENSG00000151353	3796	490	500	1730	841	1235	984	701	1040	550	1282	516	1825	888	1366	1331	1202
ENSG00000151360	3	0	1	0	0	1	1	1	0	1	1	1	0	0	1	4	2
ENSG00000151364	377	137	228	396	279	501	319	110	957	508	334	236	318	172	212	623	538
ENSG00000151365	98	1	2	0	0	2	2	0	3	2	0	1	2	0	2	10	3
ENSG00000151366	2851	1139	662	1232	1217	1261	1049	915	1385	1267	2009	1093	1878	1352	2357	1256	2165
ENSG00000151376	1295	752	211	345	380	1151	1288	976	582	862	298	645	1473	517	1018	1718	1638
ENSG00000151379	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
ENSG00000151388	1127	545	157	1828	649	88	835	208	1359	303	349	3945	3386	2123	1847	1644	617
ENSG00000151413	2146	838	243	697	278	455	349	459	605	342	391	541	980	391	872	646	639
ENSG00000151414	14645	2485	2778	2570	3473	2601	2398	1149	5113	1554	4360	2771	5727	2320	4505	6111	1733
ENSG00000151418	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000151422	2744	679	632	1034	283	1809	313	245	791	549	1202	828	1334	791	1622	1115	541
ENSG00000151445	3263	1222	463	1360	565	1043	591	483	1252	509	1536	1351	1398	864	1271	1691	719
ENSG00000151458	5892	3541	1563	1679	795	5344	1552	1284	6893	1543	1036	1739	4702	3364	3887	2523	1518
ENSG00000151461	5367	1138	1092	2635	793	1729	2236	2019	2802	1277	3059	1135	3878	1487	3188	1813	1353
ENSG00000151465	5113	1358	940	4635	2045	2830	3261	2020	3082	1301	3034	2838	4903	2310	3348	2062	3443
ENSG00000151466	1233	447	160	549	249	283	325	523	393	316	643	382	474	355	710	453	452
ENSG00000151468	2436	859	275	1003	1143	152	1901	111	431	264	212	1012	1610	1263	646	1261	1618
ENSG00000151470	1169	312	208	831	449	781	252	564	750	308	287	238	628	344	655	580	390
ENSG00000151474	1067	226	662	557	332	271	557	232	353	211	968	548	610	425	1398	648	750
ENSG00000151475	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
ENSG00000151490	427	181	552	193	243	93	79	25	81	28	61	108	297	451	1035	172	98
ENSG00000151491	10353	12039	1674	10634	2316	16655	3162	419	2778	2190	1521	2818	9626	4518	12348	3973	2027
ENSG00000151498	5810	1607	461	880	1260	6214	1137	848	3078	1018	2274	812	3191	3944	3696	2613	1544
ENSG00000151500	3692	910	590	858	1459	2266	1067	693	1704	1155	1623	834	1864	2206	2263	1815	1949
ENSG00000151502	5814	2392	1182	2253	1315	4021	1831	1405	3847	1778	4292	1851	3799	2990	5472	3017	2173
ENSG00000151503	4083	1403	397	2322	498	949	893	1515	1424	669	4948	1586	1169	1266	4400	2768	682
ENSG00000151532	1920	477	467	930	434	879	701	389	974	473	1412	835	1610	665	1350	1087	838
ENSG00000151552	2136	495	1151	1102	674	1064	842	789	1528	793	1675	1024	1718	840	1563	828	2231
ENSG00000151553	3926	954	816	1502	986	873	1248	775	1178	672	4993	1021	3701	1150	2074	1789	969
ENSG00000151572	58	1	25	29	13	12	40	0	1346	4	46	10	25	53	13	33	57
ENSG00000151575	1441	399	88	243	317	472	64	133	531	84	166	153	197	726	298	420	104
ENSG00000151576	3710	726	419	2142	435	871	715	699	1663	535	1040	823	1239	810	1351	2121	520
ENSG00000151577	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	2	0
ENSG00000151611	1311	326	265	445	259	349	357	203	811	301	409	263	984	486	449	382	365
ENSG00000151612	3261	876	496	1126	348	1895	1219	774	373	862	565	605	1905	926	537	1366	935
ENSG00000151615	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000151617	1734	1130	624	835	821	616	669	97	1247	333	76	2130	1754	1266	2352	1811	1122
ENSG00000151623	2730	588	691	332	408	1984	110	13	299	224	35	74	1792	1371	2737	1160	232
ENSG00000151631	9	2	2	2	1	0	1	1	0	0	7	3	8	2	3	10	0
ENSG00000151632	61895	19	43	68584	95	93	702	2957	20	150	597	109	88212	42	449	131	975
ENSG00000151640	552	55	11	134	114	41	12	24	147	10	142	59	40	47	77	100	30
ENSG00000151650	216	29	30	29	22	32	30	6	27	8	16	27	72	64	171	155	74
ENSG00000151651	3830	4360	602	3702	2808	3686	2745	482	3330	185	2249	4696	1660	2585	2099	13486	1174
ENSG00000151655	34	5	53	54	92	108	5	1135	396	33	5	4	25	20	46	53	59
ENSG00000151657	1384	313	299	608	374	596	767	678	957	484	663	361	867	495	819	642	487
ENSG00000151665	1821	208	231	719	372	524	1294	288	666	281	520	287	1467	397	789	552	500
ENSG00000151687	253	59	54	149	54	197	96	19	166	59	77	43	178	120	202	165	117
ENSG00000151689	2183	676	528	945	664	660	1055	201	148	248	439	742	1063	449	1429	1305	820
ENSG00000151690	11944	3244	1569	4705	1605	4385	5527	2705	516	1419	2467	1535	7885	2567	6245	4783	2232
ENSG00000151692	3642	748	489	1811	549	567	1194	340	1578	739	1753	629	2357	668	1029	1975	1142
ENSG00000151693	2059	696	320	2022	238	179	93	802	99	116	4945	937	657	241	1771	1640	236
ENSG00000151694	8348	1071	1097	4318	725	1165	891	1455	1173	597	5732	1294	3231	1092	2958	2810	559
ENSG00000151702	1721	779	1344	708	1705	276	299	220	867	280	268	889	1371	959	2146	1246	1505
ENSG00000151704	6	10	10	22	11	1	28	1	198	16	9	1	4	8	17	15	12
ENSG00000151715	3255	497	305	2677	1101	4264	4240	3177	2083	1438	577	609	3904	1186	5095	1077	1969
