TCGA.CD.8531	TCGA.CD.5804	TCGA.FP.7998	TCGA.CD.A4MH	TCGA.CD.8528	TCGA.CD.8530	TCGA.CD.A486	TCGA.CD.8526	TCGA.CD.8535	TCGA.BR.6709	TCGA.CD.A487	TCGA.CD.8525	TCGA.CD.8529	TCGA.B7.A5TN	TCGA.IN.A6RO	TCGA.CG.4305
ENSG00000100883	3257	1993	3397	3356	2847	2436	4014	5022	3514	1540	1732	2015	3454	2810	3563	3380
ENSG00000100884	2	114	2	8	8	106	35	17	2	1	8	14	77	22	3	16
ENSG00000100888	9287	2269	8159	3878	5860	4993	6362	11210	6480	3520	2752	3025	6538	4747	7498	5665
ENSG00000100889	1980	1322	1618	2170	5711	1070	3614	1620	2148	1229	739	1095	4422	2073	3252	2461
ENSG00000100890	433	158	386	366	401	334	250	428	278	160	213	197	308	269	452	317
ENSG00000100897	5049	2115	4733	3709	3465	3268	7163	4350	4590	1735	2020	1498	6492	4860	5401	4150
ENSG00000100902	1063	618	1115	1213	1500	891	1483	1971	947	549	635	777	952	793	1565	721
ENSG00000100906	6241	5685	8504	15372	5715	11311	35916	9113	2383	5813	5339	8332	10562	14360	6386	5247
ENSG00000100908	1176	529	265	627	471	557	1025	700	927	143	774	739	398	763	1184	344
ENSG00000100911	6959	5949	9895	9886	7011	5957	14163	8819	3371	4918	7400	10559	11779	9554	18537	8409
ENSG00000100916	384	590	408	411	406	555	758	975	1022	241	430	268	413	689	648	354
ENSG00000100918	1811	372	6771	980	150	558	1391	6837	225	249	566	717	1324	23521	907	415
ENSG00000100926	488	323	571	438	595	804	904	974	753	399	392	397	1073	862	604	369
ENSG00000100934	2763	3672	5729	5094	9431	6941	5234	5375	3197	3093	3349	2212	6359	6875	5184	5537
ENSG00000100938	2727	1222	1888	1732	1924	1921	2733	2590	1345	1090	1180	1281	2244	2286	2095	2426
ENSG00000100941	5318	2981	4667	10173	5833	6361	9001	7517	5794	2562	5978	3965	5290	6212	8828	6072
ENSG00000100949	2622	1436	1711	2168	1432	2092	3928	2549	1843	994	998	947	2294	2101	1599	1406
ENSG00000100968	417	853	1021	1018	485	1551	3511	1271	522	950	903	540	995	1507	316	616
ENSG00000100979	7434	18910	4349	3765	9752	26394	13866	17098	8549	39945	3706	6399	15366	12125	1277	11275
ENSG00000100982	5011	5112	5650	6865	3780	3493	7773	5985	9312	3947	3071	3307	5048	5756	4793	3121
ENSG00000100983	1493	7860	3544	4067	4162	1888	4498	5438	6565	2157	3384	2410	3717	2204	5623	4776
ENSG00000100985	2331	5086	12851	507	191	430	11839	4888	13812	8779	88	3844	4455	641	1260	1366
ENSG00000100987	0	2	5	4	1	16	14	4	600	0	4	17	4	3	1	3
ENSG00000100991	6263	7669	9728	9686	6884	4949	8582	8528	12559	5334	4076	3241	7639	6083	5522	6210
ENSG00000100994	3522	15242	28238	9880	25252	7547	7861	12902	30762	11862	13694	5612	49101	62725	45229	16042
ENSG00000100997	2669	9752	7420	14619	5329	5727	10867	12553	16456	3839	5019	4122	5733	7238	4732	6162
ENSG00000101000	246	2546	547	1254	8705	1880	5802	1524	883	953	2227	4013	2172	3260	2084	3026
ENSG00000101003	1089	1040	1425	3646	3727	1335	1934	4003	4540	753	1939	1133	955	816	2804	1110
ENSG00000101004	522	460	314	4068	784	945	2007	2117	1198	419	1064	785	939	827	706	206
ENSG00000101017	3231	787	4757	464	307	806	2452	2383	700	2549	863	1342	1240	2302	189	1251
ENSG00000101019	1275	2370	1774	4794	1386	1188	4258	5375	5580	1631	1627	1480	2749	2138	3277	1909
ENSG00000101040	4682	5381	11377	14684	3431	4817	12615	9929	14646	2732	4081	7258	7087	8433	4998	3384
ENSG00000101049	9	1358	54	2635	985	385	7202	899	87	16	818	979	874	1254	5644	940
ENSG00000101052	682	1264	1559	2063	900	1275	1236	2017	2631	1237	1560	1611	1435	1621	919	1679
ENSG00000101057	13278	11892	5010	11852	14314	4221	6898	13812	11079	3111	7135	5161	7269	4307	22445	4558
ENSG00000101074	0	4	0	59	1	22	15	7	13	560	8	5	12	11	35	16
ENSG00000101076	26	5600	5267	25903	17766	5016	6156	6953	7682	14	6425	4205	8181	9082	11031	13407
ENSG00000101079	3469	3650	4120	4955	4947	4086	5973	5470	13078	1553	2903	1715	3762	4197	2332	4774
ENSG00000101082	76	125	2179	181	71	181	105	373	48	705	42	174	653	134	124	437
ENSG00000101084	1317	4114	1714	2836	2956	1889	4014	3492	4663	1206	1782	1170	2755	2464	3695	1841
ENSG00000101096	6221	1297	9935	6594	671	4456	2548	4274	5084	2588	761	1258	3706	3365	2039	4167
ENSG00000101098	2	8	5	29	1	22	471	1639	6	114	25	64	19	3	0	20
ENSG00000101104	937	1259	647	5177	346	1238	4703	2743	3439	304	1916	2481	1509	2261	967	1218
ENSG00000101109	15002	4402	11227	7043	7185	5244	5043	8151	9761	4114	4260	4298	6800	5521	4866	4909
ENSG00000101115	61	62	60	1607	761	241	746	4585	442	69	224	339	382	470	97	188
ENSG00000101126	8424	4366	11483	13923	10948	6546	8386	14863	16650	3424	5159	3247	9176	7159	9301	7890
ENSG00000101132	1180	1305	1063	2732	940	1532	2810	2452	3308	603	3092	1527	1449	1636	1415	989
ENSG00000101134	40	443	178	107	85	403	223	101	91	65	150	68	190	446	7	202
ENSG00000101138	2954	2286	2621	2991	2985	2792	4259	3804	5855	1514	2503	1984	3511	2324	2907	2993
ENSG00000101144	63	981	71	506	47	675	3973	6311	17153	368	1474	735	4389	82	38	85
ENSG00000101146	2391	2393	3080	5543	3693	2852	5360	10471	11640	2104	2963	2388	4223	2414	5859	2702
ENSG00000101150	4482	9044	9514	6340	9699	7189	12287	19959	21988	6506	6984	4877	13429	7995	6312	8069
ENSG00000101152	5903	9932	9422	7198	5841	5147	9475	10920	14100	4289	3864	3179	12308	5615	6584	5484
ENSG00000101158	7161	6711	5700	13953	9360	5750	12517	12924	12978	3674	7102	6466	10579	6243	5089	6149
ENSG00000101160	17203	17220	30076	14909	22190	13150	17785	27213	18628	22694	6261	9606	35558	9961	4326	16389
ENSG00000101161	7422	8403	10608	7293	7255	7240	12208	17023	10777	4388	7752	7514	9930	7423	10409	4832
ENSG00000101162	32	14	42	96	28	22	10	67	48	13	12	30	25	20	63	38
ENSG00000101166	6408	6210	5172	14727	12339	4250	10867	8155	17686	2367	6381	4577	9501	8651	9957	10798
ENSG00000101180	39	0	0	16	1	1	13	0	2	0	0	0	3	0	1	0
ENSG00000101181	1289	3829	2596	2909	2707	2643	3121	5354	4588	1353	2498	1916	3507	1969	1805	1224
ENSG00000101182	9511	10789	7631	13204	9897	9455	18597	16470	17610	6165	10756	8853	15687	10936	15060	7804
ENSG00000101187	5793	1490	3575	1561	4309	2654	2341	3131	35175	635	1420	642	6480	1176	5565	975
ENSG00000101188	20	28	21	10	65	106	140	484	26744	39	89	52	418	38	129	11
ENSG00000101189	1973	2043	955	2144	2098	1288	3361	3538	4206	923	2313	1462	2747	1715	1901	1500
ENSG00000101190	708	1264	1060	1349	2404	1543	3328	2361	4174	911	1330	1244	2300	1295	1367	739
ENSG00000101191	7130	4978	10474	9510	7484	7873	10763	11999	15850	4990	4690	3193	11163	6817	8571	6379
ENSG00000101193	4393	4966	4497	5977	5762	4126	9323	7266	10827	2060	5147	3914	8960	6668	5378	4975
ENSG00000101194	1916	12611	1069	1807	5868	4468	4452	4032	5798	883	3598	3576	9955	3345	2337	1328
ENSG00000101197	25	18	23	433	29	29	860	19	37	21	31	139	114	138	54	33
ENSG00000101198	0	25	23	103	41	18	286	29	421	38	27	92	281	134	6	77
ENSG00000101199	2841	6220	6362	7575	4605	4459	10505	10117	9385	4996	3884	3294	8512	4834	4746	3848
ENSG00000101200	1	0	0	8	0	4	3	6	3	0	0	0	0	0	2	0
ENSG00000101203	1	4	1	3	2	5	12	32	16	34	7	5	5	5	6	5
ENSG00000101204	3	1	1	3	0	3	33	8	4	23	2	2	1	0	3	1
ENSG00000101210	1959	125	26	29	6	465	31485	3486	3302	467	6	15	137	33	812	28
ENSG00000101213	687	4166	823	245	4379	1718	3849	547	6901	132	2418	446	7037	6131	4918	2609
ENSG00000101216	1806	1648	2620	3163	2436	1578	3338	3701	4012	1553	2038	1079	2632	2086	1663	1603
ENSG00000101220	1593	2625	2636	7826	5694	3029	3883	6576	4168	1462	4070	1340	2223	3849	4079	3756
ENSG00000101222	2	49	25	60	2	5	99	83	46	21	59	5	82	6	2	3
ENSG00000101224	4125	5227	14167	50608	7149	5335	24732	14964	45195	6460	6378	3312	8607	5740	9205	5612
ENSG00000101230	97	1000	987	180	79	187	682	460	269	194	1341	270	354	1934	17	178
ENSG00000101236	1598	1849	6207	7280	1368	7061	8187	6158	6066	4780	3000	2122	2252	1729	2623	2310
ENSG00000101246	1775	2500	2238	2370	1622	2036	4128	2718	3162	1405	2208	1132	4341	3031	1454	1563
ENSG00000101247	627	353	531	2279	651	828	1289	965	1584	335	737	283	494	901	455	710
ENSG00000101251	2	4	3	0	0	25	1	6	10	0	1	1	5	4	2	5
ENSG00000101255	1659	2904	656	2399	5325	943	7635	4025	25074	2088	1954	876	2195	1511	2897	1752
ENSG00000101265	42597	1173	5676	683	941	4430	1163	4748	686	2540	726	594	4480	1818	344	2693
ENSG00000101266	8109	4228	10813	17622	12480	10145	13794	21195	26442	5452	7671	3310	8208	10552	5154	10690
ENSG00000101276	80	1345	1828	3022	1235	752	1858	5488	4992	96	1192	534	1792	2432	2532	1636
ENSG00000101278	22	18	17	38	29	51	104	56	32	11	22	32	17	37	60	33
ENSG00000101280	37	6	9	7	14	22	21	8	19	35	2	1	28	80	4	11
ENSG00000101282	4	7	9	55	8	59	1785	1943	624	19	145	308	9	39	187	3
ENSG00000101290	3666	2334	6694	7489	2808	4436	5332	4718	6822	2262	2161	1094	4161	4458	2858	4143
ENSG00000101292	0	0	2	0	0	0	13	1	0	2	0	0	0	1	0	0
ENSG00000101294	6238	15734	14077	13652	11069	14377	21538	22258	33597	8868	11702	10761	15612	11932	9239	9063
ENSG00000101298	114	534	581	3690	174	844	4705	1178	1195	372	362	182	697	590	29	197
ENSG00000101306	75	27	15	41	3	21	45	55	64	12	37	22	27	9	32	11
ENSG00000101307	104	1003	696	223	520	188	520	139	24	436	221	315	946	307	20	594
ENSG00000101310	7135	4174	7651	8307	9982	6438	8088	11100	11902	2658	2978	2070	9136	4094	5324	7396
ENSG00000101311	30	1790	17115	8040	16573	8095	780	6564	16734	352	2333	943	10230	12118	9059	21719
ENSG00000101323	0	2	1	1	1	0	0	1	3	0	0	0	0	0	0	0
ENSG00000101327	0	0	1	0	0	2	1	2	4	7	0	0	0	0	1	1
ENSG00000101331	146	364	455	161	99	745	310	765	267	100	140	156	440	196	55	66
ENSG00000101333	41	614	1799	4707	33	3099	391	2367	2323	420	273	252	1386	1678	439	1282
ENSG00000101335	5656	58214	35856	12980	6091	51321	28995	21304	5732	10973	60720	15640	30461	40529	2151	9125
ENSG00000101336	4073	1137	3433	731	1451	836	2071	1118	1355	2350	327	624	3177	650	204	1494
ENSG00000101337	4696	8335	11453	14595	11983	8721	13844	15130	23561	7035	7978	4128	7046	11322	7455	8901
ENSG00000101342	40	170	490	1288	322	187	387	278	2324	50	206	381	864	187	332	823
ENSG00000101343	1814	1366	3403	4684	2701	2573	3612	6178	6544	986	2499	1126	2676	1950	1822	2437
ENSG00000101346	2627	5137	7873	33613	8502	6697	8666	27261	14174	5599	5789	3147	5912	6160	9449	5421
ENSG00000101347	6625	9296	52511	9376	4321	13972	12855	12713	7847	11437	7882	8156	16642	4965	3520	7896
ENSG00000101349	2	3	11	12	2	1	3	293	11	3	47	22	4	0	0	2
ENSG00000101350	2487	7702	8842	17703	5872	6314	8206	10302	10176	2709	5823	4167	6882	7490	7865	6141
ENSG00000101353	114	74	177	82	43	114	202	89	188	64	67	164	137	64	53	76
ENSG00000101361	10707	3982	7042	15248	18206	10010	15375	21581	14018	6242	11004	9013	5828	7840	8129	8678
ENSG00000101363	1291	5213	2985	5093	3007	3886	3871	7427	5930	1978	2544	2727	2477	3566	6398	4152
ENSG00000101365	4678	4958	4378	9957	4295	4850	8245	10983	8158	3058	3862	1935	4163	5746	3761	4146
ENSG00000101367	9893	7785	11144	10842	9905	8272	15628	12978	21683	6823	9282	5217	11058	9322	12481	8188
ENSG00000101384	1538	3704	18261	7367	13746	8861	4258	6660	19650	1803	2653	1773	19939	13550	10744	18834
ENSG00000101391	1263	1336	1745	3520	1716	1594	3510	3447	2544	840	1877	1022	1101	1433	1946	1481
ENSG00000101400	2363	1670	603	1891	334	1619	2157	1718	2044	796	1332	904	1407	1238	331	953
ENSG00000101405	4	6	8	179	22	30	132	113	24	10	13	20	88	46	5	16
ENSG00000101407	2559	2936	2672	3695	4426	2383	3329	6237	4999	2050	2752	2126	2903	2322	3422	2920
ENSG00000101412	2725	2432	1973	3846	2565	976	2470	4202	5054	1071	1617	1099	1878	1519	5465	1348
ENSG00000101413	5281	2265	5753	5173	4538	3202	4545	5403	8553	2462	2689	1209	5363	3037	4204	3345
ENSG00000101417	384	2488	1236	2855	995	1449	3004	1515	3569	513	1675	1109	1707	1857	1515	1324
ENSG00000101421	7884	16857	15108	16807	10154	12131	13481	14691	19361	4928	9864	8526	11842	12156	11044	9062
ENSG00000101425	1	17	47	23	21	44	17	14	124	10	9	10	60	56	6	47
ENSG00000101435	1	0	0	0	0	0	8	0	1	0	0	0	0	2	0	1
ENSG00000101438	1	0	11	1	0	1	7	5	1	5	0	0	0	0	0	0
ENSG00000101439	4123	51825	33610	133265	25147	39638	58609	34463	94613	28826	23313	23679	40635	79209	25938	42785
ENSG00000101440	10	14	21	40	16	52	59	46	64	21	30	60	18	14	20	16
ENSG00000101441	9	14	4	339	6	114	72	718	3	10	5	86	45	96	3	143
ENSG00000101442	583	874	833	1397	1065	715	1509	2089	2338	330	909	674	934	994	1361	684
ENSG00000101443	25	15036	105	5985	46	1610	20128	2993	46354	159	484	7130	18188	4458	1588	49
ENSG00000101444	9125	17033	13215	13856	28221	12512	14643	27654	27994	5521	13880	10170	12200	13191	15295	13582
ENSG00000101445	679	551	8599	339	413	2081	508	1984	155	1579	307	392	3758	432	310	1986
ENSG00000101446	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1
ENSG00000101447	800	4636	3140	3789	3934	6330	3248	5803	6446	1085	4913	2034	4471	2103	5315	2207
ENSG00000101448	1	0	0	0	0	1	3	16	18	0	0	2	3	0	0	0
ENSG00000101452	509	965	1396	2198	1101	1097	2276	2693	2641	651	1127	585	1791	1308	1343	1046
ENSG00000101457	2833	2958	2837	4478	2130	2199	4823	5445	7534	1892	2892	3738	3411	3909	3190	1976
ENSG00000101460	831	2194	434	3784	421	2386	2194	1705	2451	466	1343	1488	1706	3713	899	869
ENSG00000101463	123	163	333	257	753	658	542	459	218	297	153	140	517	1282	17	452
ENSG00000101464	1358	5885	3474	5831	2231	2451	3704	6997	7122	1252	3178	1811	3286	2493	3921	2854
ENSG00000101470	122	64	9	579	42	42	240	105	686	6	17	235	166	49	42	13
ENSG00000101473	1842	2600	1246	2589	1023	1513	2423	2587	3382	843	1510	1144	1416	1636	1358	1334
ENSG00000101474	2584	5100	6833	15683	7108	5509	10455	20919	15154	4715	6146	4091	4704	7479	6543	6748
ENSG00000101489	9	25	23	35	557	43	336	225	36	6	33	284	116	7	5	49
ENSG00000101493	339	463	2074	1248	1438	1375	2063	1790	3151	1126	828	467	2586	1352	1526	568
ENSG00000101542	1	3	9	6	3	7	0	4	6	1	1	1	8	1	4	8
ENSG00000101544	2267	583	2807	3057	3318	2098	2546	1791	4560	1616	1236	679	1789	2016	2707	2417
ENSG00000101546	686	609	760	594	802	789	844	487	785	443	448	609	1050	757	630	1146
ENSG00000101557	6131	4783	5336	7051	7446	4852	10507	13762	11085	3093	4812	2338	6387	6551	8778	5020
ENSG00000101558	7451	9873	9314	13491	8196	8505	36115	11169	17836	5490	8340	6102	11173	14500	12862	9922
ENSG00000101574	965	591	793	1233	599	783	1331	1220	1915	341	746	225	725	1047	1749	924
ENSG00000101577	2104	5396	10941	6900	5826	6148	9024	11230	7634	2746	1390	1078	9246	6823	8600	4324
ENSG00000101596	8460	2214	10063	6773	5105	4839	5913	5389	6990	2538	2950	1672	5339	4903	8652	5775
ENSG00000101605	26	530	230	195	1159	377	144	239	111	37	494	46	303	199	1464	493
ENSG00000101608	32622	30905	13588	21333	12272	17736	24878	19390	26116	11821	13631	8749	19449	33984	33388	26305
ENSG00000101624	528	395	525	1039	589	543	1711	4025	1161	219	428	239	915	662	1273	584
ENSG00000101638	7	7	10	5	2	24	63	17	10	7	4	3	4	8	9	7
ENSG00000101639	2172	1176	3258	3720	1732	1549	5264	8398	3293	760	964	524	2559	2391	5415	2042
ENSG00000101654	2416	2271	2920	3191	1839	2590	6650	16070	4071	1431	2113	785	3167	3445	2276	3231
ENSG00000101665	850	880	1478	2212	1609	1250	1315	1029	2877	1289	1076	588	1832	2466	476	975
ENSG00000101670	41	2075	1522	7005	2895	2025	5941	820	499	127	470	1854	1506	1894	540	3058
ENSG00000101680	132	27	147	6	124	263	1893	4185	65	199	124	28	106	107	19	187
ENSG00000101695	188	348	1557	343	1292	1682	163	787	3351	602	447	271	1428	626	165	1824
ENSG00000101745	3556	5338	6003	11825	1625	6130	16250	5434	5213	1560	5086	2854	5153	6574	3415	3268
ENSG00000101746	11917	2	6	505	0	11	8	38	9	0	4	3	14	0	0	18
ENSG00000101751	413	300	926	1385	374	913	983	708	1682	421	422	363	447	759	762	1073
ENSG00000101752	3171	1583	3898	5231	3844	3751	20266	15395	8881	1661	1846	877	5236	6701	3794	3813
ENSG00000101773	3205	1180	3193	2027	2662	1287	1245	4356	4156	1155	981	823	2604	3510	3249	2352
ENSG00000101782	2206	3148	4251	7900	4021	4648	4458	20089	8221	1552	2150	1363	8088	8645	3932	6449
ENSG00000101811	1883	1039	2646	1808	2884	864	1450	2381	2787	684	1292	1126	1468	1254	2841	1367
ENSG00000101812	0	0	0	0	0	0	2	2	4	0	1	0	0	2	0	0
ENSG00000101825	12722	13293	25439	9852	56856	20286	28209	10355	7947	25320	21805	7270	22660	32246	1367	14717
ENSG00000101842	567	12570	955	27	53440	36646	138	948	44	43	34	173	4554	19428	383	10668
ENSG00000101843	3434	2302	3020	4049	3070	3258	2713	2290	4497	1922	2471	1201	2406	3014	2334	2631
ENSG00000101844	1995	1046	969	1321	610	932	1069	645	1388	531	665	551	1326	1242	588	1483
ENSG00000101846	7597	2597	5264	2291	4559	2036	1660	1586	656	2947	429	887	2294	2700	2607	1564
ENSG00000101849	1219	905	3618	308	3225	2466	4744	2817	6371	4361	1563	946	1363	1077	2210	1477
ENSG00000101850	4	257	17	3	3	29	111	393	16	387	129	203	117	10	22	5
ENSG00000101856	1242	8152	8195	18857	8617	5431	7304	6306	10386	4312	9440	3404	7596	13088	12873	9132
ENSG00000101868	5902	955	3342	1479	3418	1247	1492	2261	3321	1228	1427	820	1346	1785	2844	1443
ENSG00000101871	129	2179	4015	6594	523	2663	1956	1859	2258	793	366	729	2170	2246	2587	1634
ENSG00000101882	1551	1097	1508	1962	947	1375	1619	1188	2709	616	1269	1057	1308	1535	1297	612
ENSG00000101883	0	3	23	2	0	6	2	4	5	2	2	5	0	0	1	1
ENSG00000101888	5865	837	2086	4133	1291	635	3824	1411	2013	643	809	782	1258	1190	1680	1279
ENSG00000101890	1	0	1	1	0	0	0	2	6	0	0	0	0	0	0	5
ENSG00000101892	1	0	0	4	0	1	4	1	5	0	0	2	0	0	0	0
ENSG00000101898	66	46	116	171	289	68	259	321	605	22	116	79	100	26	172	479
ENSG00000101901	3784	1495	2240	3449	2069	1827	2876	1396	1553	968	1762	1024	1718	2502	2094	2216
ENSG00000101911	1858	5370	7506	2576	6369	2747	2360	3194	3152	2508	3183	1834	3655	4021	7649	4304
ENSG00000101916	137	66	3876	67	177	75	82	119	95	894	41	40	709	87	122	1020
ENSG00000101928	407	700	811	3024	495	789	1342	785	2546	396	410	993	806	1521	640	676
ENSG00000101935	630	1061	1458	3410	4493	1649	2284	1984	3016	765	1996	1137	1709	2316	5083	1496
ENSG00000101938	52	125	1008	212	30	1787	102	773	4	190	211	54	1854	362	12	1278
ENSG00000101940	4837	7630	4115	4889	5660	3505	5340	2208	4958	3129	3811	3637	8408	6101	1814	2582
ENSG00000101945	4176	916	1244	1079	1504	796	1456	1197	1959	973	1261	1071	1311	1025	1807	575
ENSG00000101951	0	2	0	6	0	105	109	557	0	1	3	0	0	0	0	0
ENSG00000101955	116	456	216	314	276	1394	313	670	351	768	457	327	540	857	20	488
ENSG00000101958	0	3	2	48	9	7	3	7	1	0	0	3	3	3	11	4
ENSG00000101966	4368	3971	9701	7418	9175	6487	5369	4203	11109	2696	3880	4179	8759	6281	5629	3089
ENSG00000101972	8148	3743	11473	11431	11834	6203	6985	7644	9473	3452	6057	3546	6524	10639	11545	5745
ENSG00000101974	1136	438	4189	1501	1993	1901	1332	1508	1279	1135	796	549	1566	2856	1351	1537
ENSG00000101977	4	2	11	2	4	7	20	8	7	22	6	4	8	8	1	8
ENSG00000101981	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0
ENSG00000101986	1381	5334	3848	5301	8180	2279	7683	4457	8855	2148	1855	7191	5390	12359	6383	813
ENSG00000101997	3910	1619	2089	1534	1347	954	1535	1061	1700	910	913	470	2017	1585	1857	445
ENSG00000102001	110	77	111	43	22	72	224	80	179	4	20	82	106	184	389	23
ENSG00000102003	62	132	83	281	27	124	844	144	250	59	124	286	189	115	95	60
ENSG00000102007	21955	13006	11188	18940	21275	19500	9916	2490	29802	15486	16384	15316	15361	14135	18300	10671
ENSG00000102010	324	59	124	38	23	258	9	60	18	19	35	51	217	38	2	114
ENSG00000102021	0	0	0	7	0	4	22	794	0	0	0	0	0	3	1	0
ENSG00000102024	526	3120	4464	6894	3530	5492	4498	3296	4024	1021	5115	2023	3078	9299	5259	2549
ENSG00000102030	2095	2462	1825	3263	3299	2162	3136	2091	2476	912	1261	3649	2137	6849	2843	1120
ENSG00000102032	382	1772	920	1648	277	506	2783	833	724	785	188	1492	1862	1384	129	387
ENSG00000102034	4885	3823	7376	5975	6211	3496	2315	3812	5375	2404	3032	2358	5567	15389	5995	4957
ENSG00000102038	268	1515	1948	2145	513	2823	2671	2432	4565	1960	818	620	1612	2269	90	797
ENSG00000102043	254	17	96	103	38	135	46	19	248	33	12	42	145	123	167	165
ENSG00000102048	10	240	369	176	537	181	108	284	76	158	74	215	493	202	561	95
ENSG00000102053	98	65	166	951	114	349	126	133	764	39	99	80	137	382	743	319
ENSG00000102054	15695	6982	9803	19227	13885	5708	7823	5866	5929	7193	9688	8493	7387	10200	11565	6788
ENSG00000102055	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
ENSG00000102057	416	214	386	150	59	410	704	265	261	334	108	266	397	658	261	208
ENSG00000102076	2	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1
ENSG00000102078	405	404	388	817	262	340	555	310	853	246	538	268	395	554	618	423
ENSG00000102081	2234	1579	5361	7515	3139	2272	4117	2713	5094	2002	1667	1439	4857	7357	3997	2664
ENSG00000102096	8274	2785	16294	2863	2317	1134	4938	6658	2297	6252	974	3044	9826	1812	1492	2401
ENSG00000102098	10	34	484	597	514	177	514	871	290	145	177	152	112	53	62	301
ENSG00000102100	3092	5301	3828	3358	3753	2132	5676	3849	4809	1488	1897	1910	7367	4745	4892	2548
ENSG00000102103	9798	4365	2673	2900	4057	2530	5629	2821	3320	1602	2574	4648	3277	4231	4197	1818
ENSG00000102104	1	14	2	3	0	3	9	7	10	0	11	14	1	19	1	4
ENSG00000102109	4	17432	356	2967	387	58	4862	2018	12600	64	52	3689	769	5393	55	65
ENSG00000102119	5543	5617	4223	5942	5708	4513	4440	3053	7707	2685	1999	3884	5036	8915	5301	2398
ENSG00000102125	1373	2696	1533	4646	1664	1539	3394	1203	1653	827	733	804	1787	4620	1744	1138
ENSG00000102128	2	1	3	18	2	17	8	13	13	1	25	4	2	9	4	3
ENSG00000102144	36685	28944	25649	19498	40506	16899	26567	11856	27048	19196	14932	7425	24348	20143	31015	19894
ENSG00000102145	4	3	8	14	3	28	9	10	14	1	15	0	10	3	2	6
ENSG00000102158	1638	4699	9892	4840	9446	5421	5933	5345	7755	4312	5456	3942	9875	8617	7085	5171
ENSG00000102172	14899	8284	7554	4441	12930	4048	5894	4951	5485	3124	9122	3055	5134	7613	8298	4588
ENSG00000102174	51	29	70	23	25	44	27	53	177	113	61	23	58	100	52	56
ENSG00000102178	2525	4470	3033	4020	6516	2901	3458	2899	6246	3112	1541	2750	4866	7974	3542	2257
